CoM ID,map_id,address,description,pic,link,lat,lng,icon,anim,title,infoopen,category,approved,retina,type,did,other_data,Custom Field:Scientific Name,Custom Field:Genus,Custom Field:Family,Custom Field:Year Planted,Custom Field:Age of tree,Custom Field:Age Description,Custom Field:Useful Life Expectency,Custom Field:Located in
1068195,6,"-37.77888025, 144.9433799",,,,-37.77888025,144.9433799,,0,Lemon Scented Gum,0,Corymbia,1,0,0,,,Corymbia citriodora,Corymbia,Myrtaceae,2006,19,Juvenile,61+ years,Street
1069301,6,"-37.77866349, 144.9407168",,,,-37.77866349,144.9407168,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2007,18,Semi-Mature,31-60 years,Street
1069763,6,"-37.79561448, 144.9204212",,,,-37.79561448,144.9204212,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2006,19,Semi-Mature,31-60 years,Street
1021495,6,"-37.79901741, 144.9704539",,,,-37.79901741,144.9704539,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,1997,28,Semi-Mature,61+ years,Street
1056583,6,"-37.80253873, 144.9095961",,,,-37.80253873,144.9095961,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1999,26,Semi-Mature,1-5 years (<50% canopy),Street
1066209,6,"-37.79248622, 144.9174881",,,,-37.79248622,144.9174881,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2006,19,Semi-Mature,61+ years,Street
1065036,6,"-37.82340331, 144.9089269",,,,-37.82340331,144.9089269,,0,Yellow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,2006,19,Semi-Mature,31-60 years,Street
1286926,6,"-37.79146461, 144.9190659",,,,-37.79146461,144.9190659,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2008,17,Juvenile,61+ years,Street
1441782,6,"-37.77584544, 144.9417289",,,,-37.77584544,144.9417289,,0,Gum,0,Eucalyptus,1,0,0,,,Eucalyptus unknown,Eucalyptus,Myrtaceae,2010,15,Semi-Mature,11-20 years,Street
1440295,6,"-37.80265952, 144.9542149",,,,-37.80265952,144.9542149,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2009,16,Juvenile,61+ years,Street
1359986,6,"-37.79351855, 144.9735336",,,,-37.79351855,144.9735336,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2009,16,New,61+ years,Street
1064490,6,"-37.79324221, 144.9260262",,,,-37.79324221,144.9260262,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2006,19,Juvenile,21-30 years,Street
1070732,6,"-37.77696474, 144.9427731",,,,-37.77696474,144.9427731,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2007,18,Semi-Mature,31-60 years,Street
1022666,6,"-37.80344098, 144.961951",,,,-37.80344098,144.961951,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1456641,6,"-37.80833572, 144.9532898",,,,-37.80833572,144.9532898,,0,Weeping Myrtle,0,Other Genuses,1,0,0,,,Syzygium floribundum,Syzygium,Myrtaceae,2010,15,New,31-60 years,Street
1440305,6,"-37.80189744, 144.9543107",,,,-37.80189744,144.9543107,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2009,16,Semi-Mature,31-60 years,Street
1070965,6,"-37.77755304, 144.9415404",,,,-37.77755304,144.9415404,,0,Flowering Gum,0,Corymbia,1,0,0,,,Corymbia ficifolia,Corymbia,Myrtaceae,2007,18,Juvenile,<1 year,Street
1440292,6,"-37.8032874, 144.9541074",,,,-37.8032874,144.9541074,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2009,16,Juvenile,61+ years,Street
1018191,6,"-37.79354406, 144.9427374",,,,-37.79354406,144.9427374,,0,Snow-in-Summer,0,Melaleuca,1,0,0,,,Melaleuca linariifolia,Melaleuca,Myrtaceae,1997,28,Mature,21-30 years,Street
1026213,6,"-37.8106814, 144.9859236",,,,-37.8106814,144.9859236,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,1997,28,Mature,11-20 years,Street
1456392,6,"-37.78002589, 144.9499587",,,,-37.78002589,144.9499587,,0,Yellow Box,0,Eucalyptus,1,0,0,,,Eucalyptus melliodora,Eucalyptus,Myrtaceae,2010,15,New,61+ years,Street
1440412,6,"-37.79299164, 144.9277234",,,,-37.79299164,144.9277234,,0,Lemon Scented Gum,0,Corymbia,1,0,0,,,Corymbia citriodora,Corymbia,Myrtaceae,2009,16,Juvenile,61+ years,Street
1287376,6,"-37.79373188, 144.9152704",,,,-37.79373188,144.9152704,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2008,17,Juvenile,61+ years,Street
1014683,6,"-37.80379038, 144.9428587",,,,-37.80379038,144.9428587,,0,Snow-in-Summer,0,Melaleuca,1,0,0,,,Melaleuca linariifolia,Melaleuca,Myrtaceae,1997,28,Semi-Mature,21-30 years,Street
1286963,6,"-37.79351133, 144.9158595",,,,-37.79351133,144.9158595,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2008,17,Juvenile,61+ years,Street
1441767,6,"-37.77578911, 144.9412126",,,,-37.77578911,144.9412126,,0,Gum,0,Eucalyptus,1,0,0,,,Eucalyptus unknown,Eucalyptus,Myrtaceae,2010,15,Semi-Mature,61+ years,Street
1359465,6,"-37.81062447, 144.9358423",,,,-37.81062447,144.9358423,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2009,16,Juvenile,31-60 years,Street
1070813,6,"-37.79303456, 144.9241681",,,,-37.79303456,144.9241681,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2000,25,Semi-Mature,21-30 years,Street
1357788,6,"-37.80770241, 144.9455756",,,,-37.80770241,144.9455756,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2008,17,Juvenile,31-60 years,Street
1357621,6,"-37.82373281, 144.9261085",,,,-37.82373281,144.9261085,,0,Large-fruited Yellow or Blue Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus,Myrtaceae,2008,17,Juvenile,31-60 years,Street
1031126,6,"-37.82091192, 144.926745",,,,-37.82091192,144.926745,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1065012,6,"-37.8241724, 144.9402046",,,,-37.8241724,144.9402046,,0,Willow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus scoparia,Eucalyptus,Myrtaceae,2006,19,Semi-Mature,31-60 years,Street
1031089,6,"-37.82071439, 144.9216394",,,,-37.82071439,144.9216394,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1069623,6,"-37.7966845, 144.9749177",,,,-37.7966845,144.9749177,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2007,18,Juvenile,31-60 years,Street
1357465,6,"-37.82450809, 144.9633606",,,,-37.82450809,144.9633606,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2008,17,Juvenile,31-60 years,Street
1015921,6,"-37.79717989, 144.9521239",,,,-37.79717989,144.9521239,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,1997,28,Mature,11-20 years,Street
1067937,6,"-37.79895428, 144.9731876",,,,-37.79895428,144.9731876,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2006,19,Juvenile,31-60 years,Street
1021259,6,"-37.79762866, 144.9718695",,,,-37.79762866,144.9718695,,0,Lemon Scented Gum,0,Corymbia,1,0,0,,,Corymbia citriodora,Corymbia,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1063000,6,"-37.82456527, 144.9064215",,,,-37.82456527,144.9064215,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2000,25,Mature,21-30 years,Street
1016003,6,"-37.79978336, 144.9512156",,,,-37.79978336,144.9512156,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1056838,6,"-37.82614507, 144.9559239",,,,-37.82614507,144.9559239,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1999,26,Semi-Mature,61+ years,Street
1013804,6,"-37.80718986, 144.9484517",,,,-37.80718986,144.9484517,,0,Weeping Bottlebrush,0,Other Genuses,1,0,0,,,Callistemon viminalis,Callistemon,Myrtaceae,1997,28,Semi-Mature,21-30 years,Street
1056593,6,"-37.80321285, 144.9092227",,,,-37.80321285,144.9092227,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1999,26,Semi-Mature,61+ years,Street
1440269,6,"-37.79392485, 144.9461009",,,,-37.79392485,144.9461009,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2009,16,Juvenile,31-60 years,Street
1441553,6,"-37.77609211, 144.9428957",,,,-37.77609211,144.9428957,,0,Gum,0,Eucalyptus,1,0,0,,,Eucalyptus unknown,Eucalyptus,Myrtaceae,2010,15,Juvenile,11-20 years,Street
1287560,6,"-37.79426124, 144.9150016",,,,-37.79426124,144.9150016,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2008,17,Juvenile,31-60 years,Street
1064352,6,"-37.79470921, 144.9434502",,,,-37.79470921,144.9434502,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2006,19,Juvenile,1-5 years (<50% canopy),Street
1014182,6,"-37.80561141, 144.9448114",,,,-37.80561141,144.9448114,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1070966,6,"-37.77840114, 144.9409064",,,,-37.77840114,144.9409064,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2007,18,Semi-Mature,31-60 years,Street
1456396,6,"-37.77990332, 144.9498082",,,,-37.77990332,144.9498082,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2010,15,New,61+ years,Street
1066236,6,"-37.79155819, 144.9188081",,,,-37.79155819,144.9188081,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2006,19,Semi-Mature,61+ years,Street
1288546,6,"-37.77695329, 144.9407203",,,,-37.77695329,144.9407203,,0,Gum,0,Eucalyptus,1,0,0,,,Eucalyptus unknown,Eucalyptus,Myrtaceae,2008,17,Juvenile,31-60 years,Street
1288543,6,"-37.77700948, 144.9411247",,,,-37.77700948,144.9411247,,0,Willow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus scoparia,Eucalyptus,Myrtaceae,2008,17,Semi-Mature,31-60 years,Street
1288530,6,"-37.77618809, 144.9412713",,,,-37.77618809,144.9412713,,0,Gum,0,Eucalyptus,1,0,0,,,Eucalyptus unknown,Eucalyptus,Myrtaceae,2008,17,Semi-Mature,31-60 years,Street
1064530,6,"-37.79431817, 144.9239472",,,,-37.79431817,144.9239472,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2006,19,Juvenile,31-60 years,Street
1015603,6,"-37.79380894, 144.9461153",,,,-37.79380894,144.9461153,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1289250,6,"-37.79650033, 144.9353357",,,,-37.79650033,144.9353357,,0,Yellow Box,0,Eucalyptus,1,0,0,,,Eucalyptus melliodora,Eucalyptus,Myrtaceae,2008,17,Semi-Mature,11-20 years,Street
1028599,6,"-37.83308096, 144.9873393",,,,-37.83308096,144.9873393,,0,Lemon Scented Gum,0,Corymbia,1,0,0,,,Corymbia citriodora,Corymbia,Myrtaceae,1997,28,Semi-Mature,21-30 years,Street
1441619,6,"-37.79025384, 144.9347036",,,,-37.79025384,144.9347036,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,2010,15,New,31-60 years,Street
1070704,6,"-37.77921087, 144.940975",,,,-37.77921087,144.940975,,0,Brittle Gum,0,Eucalyptus,1,0,0,,,Eucalyptus mannifera,Eucalyptus,Myrtaceae,2007,18,Semi-Mature,31-60 years,Street
1014014,6,"-37.80607483, 144.9422742",,,,-37.80607483,144.9422742,,0,Snow-in-Summer,0,Melaleuca,1,0,0,,,Melaleuca linariifolia,Melaleuca,Myrtaceae,1997,28,Mature,21-30 years,Street
1359548,6,"-37.81242636, 144.9411387",,,,-37.81242636,144.9411387,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2009,16,Juvenile,31-60 years,Street
1057836,6,"-37.79044888, 144.9222498",,,,-37.79044888,144.9222498,,0,Willow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus scoparia,Eucalyptus,Myrtaceae,1999,26,Semi-Mature,21-30 years,Street
1068469,6,"-37.82778885, 144.9086788",,,,-37.82778885,144.9086788,,0,Large-fruited Yellow or Blue Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus,Myrtaceae,2007,18,Semi-Mature,61+ years,Street
1015958,6,"-37.79903424, 144.9515639",,,,-37.79903424,144.9515639,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Mature,31-60 years,Street
1440298,6,"-37.79826611, 144.9488738",,,,-37.79826611,144.9488738,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2009,16,Juvenile,61+ years,Street
1064523,6,"-37.79422114, 144.9243321",,,,-37.79422114,144.9243321,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2006,19,Juvenile,31-60 years,Street
1455123,6,"-37.82580186, 144.9691487",,,,-37.82580186,144.9691487,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2010,15,Juvenile,31-60 years,Street
1456834,6,"-37.7906449, 144.9259726",,,,-37.7906449,144.9259726,,0,Willow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus scoparia,Eucalyptus,Myrtaceae,2010,15,Juvenile,31-60 years,Street
1441311,6,"-37.8279245, 144.9118585",,,,-37.8279245,144.9118585,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2009,16,Juvenile,61+ years,Street
1068157,6,"-37.77881774, 144.9438254",,,,-37.77881774,144.9438254,,0,Yellow Box,0,Eucalyptus,1,0,0,,,Eucalyptus melliodora,Eucalyptus,Myrtaceae,2006,19,Juvenile,61+ years,Street
1439786,6,"-37.799304, 144.9731598",,,,-37.799304,144.9731598,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2009,16,New,61+ years,Street
1064516,6,"-37.7939122, 144.9246532",,,,-37.7939122,144.9246532,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2006,19,Juvenile,21-30 years,Street
1454704,6,"-37.8018914, 144.9100673",,,,-37.8018914,144.9100673,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2010,15,New,61+ years,Street
1028655,6,"-37.82939606, 144.9850852",,,,-37.82939606,144.9850852,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,1997,28,Mature,21-30 years,Street
1067993,6,"-37.79305225, 144.9564207",,,,-37.79305225,144.9564207,,0,Willow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus scoparia,Eucalyptus,Myrtaceae,2006,19,Juvenile,31-60 years,Street
1069770,6,"-37.79511048, 144.9199843",,,,-37.79511048,144.9199843,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2006,19,Semi-Mature,31-60 years,Street
1070103,6,"-37.80762561, 144.9454197",,,,-37.80762561,144.9454197,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2006,19,Juvenile,31-60 years,Street
1441753,6,"-37.77572052, 144.9407118",,,,-37.77572052,144.9407118,,0,Gum,0,Eucalyptus,1,0,0,,,Eucalyptus unknown,Eucalyptus,Myrtaceae,2010,15,Semi-Mature,11-20 years,Street
1288446,6,"-37.77617203, 144.9404813",,,,-37.77617203,144.9404813,,0,Willow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus scoparia,Eucalyptus,Myrtaceae,2008,17,Juvenile,31-60 years,Street
1053137,6,"-37.78181928, 144.9571914",,,,-37.78181928,144.9571914,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1999,26,Mature,1-5 years (>50% canopy),Street
1014777,6,"-37.80319222, 144.9508623",,,,-37.80319222,144.9508623,,0,Yellow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,1997,28,Mature,31-60 years,Street
1287108,6,"-37.77807915, 144.9390362",,,,-37.77807915,144.9390362,,0,Lemon Scented Gum,0,Corymbia,1,0,0,,,Corymbia citriodora,Corymbia,Myrtaceae,2008,17,Juvenile,31-60 years,Street
1359877,6,"-37.81524735, 144.9404457",,,,-37.81524735,144.9404457,,0,Pohutukawa,0,Other Genuses,1,0,0,,,Metrosideros excelsa,Metrosideros,Myrtaceae,2009,16,Semi-Mature,11-20 years,Street
1440463,6,"-37.79319057, 144.9182675",,,,-37.79319057,144.9182675,,0,Brittle Gum,0,Eucalyptus,1,0,0,,,Eucalyptus mannifera,Eucalyptus,Myrtaceae,2009,16,Juvenile,31-60 years,Street
1022522,6,"-37.80390157, 144.9592766",,,,-37.80390157,144.9592766,,0,Snow-in-Summer,0,Melaleuca,1,0,0,,,Melaleuca linariifolia,Melaleuca,Myrtaceae,1997,28,Semi-Mature,21-30 years,Street
1359998,6,"-37.80009013, 144.9655367",,,,-37.80009013,144.9655367,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2009,16,New,61+ years,Street
1062866,6,"-37.8221063, 144.912855",,,,-37.8221063,144.912855,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2000,25,Semi-Mature,31-60 years,Street
1456365,6,"-37.78039666, 144.9505091",,,,-37.78039666,144.9505091,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2010,15,New,61+ years,Street
1018034,6,"-37.79149798, 144.9446287",,,,-37.79149798,144.9446287,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1014537,6,"-37.8020443, 144.9480258",,,,-37.8020443,144.9480258,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1285998,6,"-37.81282265, 144.9719551",,,,-37.81282265,144.9719551,,0,Weeping Myrtle,0,Other Genuses,1,0,0,,,Syzygium floribundum,Syzygium,Myrtaceae,2007,18,Juvenile,31-60 years,Street
1359293,6,"-37.81607391, 144.9492798",,,,-37.81607391,144.9492798,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2009,16,Semi-Mature,61+ years,Street
1069467,6,"-37.80311545, 144.9093354",,,,-37.80311545,144.9093354,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2006,19,Juvenile,61+ years,Street
1455058,6,"-37.82516384, 144.947298",,,,-37.82516384,144.947298,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2010,15,New,31-60 years,Street
1358809,6,"-37.81927147, 144.9465249",,,,-37.81927147,144.9465249,,0,Yellow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,2009,16,Semi-Mature,11-20 years,Street
1286009,6,"-37.81270066, 144.972339",,,,-37.81270066,144.972339,,0,Weeping Myrtle,0,Other Genuses,1,0,0,,,Syzygium floribundum,Syzygium,Myrtaceae,2007,18,Juvenile,31-60 years,Street
1031289,6,"-37.82304792, 144.9374303",,,,-37.82304792,144.9374303,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Semi-Mature,31-60 years,Street
1285930,6,"-37.79326153, 144.9257722",,,,-37.79326153,144.9257722,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2008,17,Juvenile,11-20 years,Street
1064545,6,"-37.79803828, 144.9305712",,,,-37.79803828,144.9305712,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2006,19,Juvenile,31-60 years,Street
1069203,6,"-37.7805196, 144.9413847",,,,-37.7805196,144.9413847,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2007,18,Juvenile,31-60 years,Street
1358670,6,"-37.8217829, 144.9506031",,,,-37.8217829,144.9506031,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2009,16,Semi-Mature,21-30 years,Street
1067889,6,"-37.80181083, 144.9441986",,,,-37.80181083,144.9441986,,0,Yellow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,2006,19,Semi-Mature,31-60 years,Street
1439394,6,"-37.79583506, 144.9393682",,,,-37.79583506,144.9393682,,0,Lemon Scented Gum,0,Corymbia,1,0,0,,,Corymbia citriodora,Corymbia,Myrtaceae,2009,16,New,61+ years,Street
1067509,6,"-37.78910074, 144.9426246",,,,-37.78910074,144.9426246,,0,Large-fruited Yellow or Blue Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus,Myrtaceae,2007,18,Juvenile,6-10 years (<50% canopy),Street
1359457,6,"-37.81078166, 144.9356945",,,,-37.81078166,144.9356945,,0,Gum,0,Eucalyptus,1,0,0,,,Eucalyptus unknown,Eucalyptus,Myrtaceae,2009,16,Juvenile,61+ years,Street
1015721,6,"-37.79280306, 144.9462607",,,,-37.79280306,144.9462607,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,1997,28,Mature,21-30 years,Street
1456736,6,"-37.80278243, 144.952669",,,,-37.80278243,144.952669,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2010,15,Juvenile,61+ years,Street
1016261,6,"-37.80347207, 144.9573326",,,,-37.80347207,144.9573326,,0,Snow-in-Summer,0,Melaleuca,1,0,0,,,Melaleuca linariifolia,Melaleuca,Myrtaceae,1997,28,Semi-Mature,21-30 years,Street
1061119,6,"-37.82977453, 144.9656159",,,,-37.82977453,144.9656159,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2000,25,Semi-Mature,21-30 years,Street
1031183,6,"-37.82185346, 144.9308332",,,,-37.82185346,144.9308332,,0,Willow myrtle,0,Other Genuses,1,0,0,,,Agonis flexuosa,Agonis,Myrtaceae,1997,28,Mature,21-30 years,Street
1359290,6,"-37.81639985, 144.9492995",,,,-37.81639985,144.9492995,,0,Prickly Paperbark,0,Melaleuca,1,0,0,,,Melaleuca styphelioides,Melaleuca,Myrtaceae,2009,16,Semi-Mature,6-10 years (<50% canopy),Street
1068419,6,"-37.80702633, 144.9129008",,,,-37.80702633,144.9129008,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2007,18,Juvenile,61+ years,Street
1064357,6,"-37.79243767, 144.9445738",,,,-37.79243767,144.9445738,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,2006,19,Semi-Mature,61+ years,Street
1068017,6,"-37.7968234, 144.9472387",,,,-37.7968234,144.9472387,,0,Yellow Gum,0,Eucalyptus,1,0,0,,,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,2006,19,Juvenile,31-60 years,Street
1023827,6,"-37.80797644, 144.9610933",,,,-37.80797644,144.9610933,,0,Spotted Gum,0,Corymbia,1,0,0,,,Corymbia maculata,Corymbia,Myrtaceae,1997,28,Juvenile,61+ years,Street
1070649,6,"-37.77889196, 144.9407235",,,,-37.77889196,144.9407235,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2007,18,Semi-Mature,31-60 years,Street
1066208,6,"-37.79210914, 144.9179192",,,,-37.79210914,144.9179192,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,2006,19,Semi-Mature,61+ years,Street
1454679,6,"-37.7897981, 144.930575",,,,-37.7897981,144.930575,,0,Kanooka,0,Other Genuses,1,0,0,,,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,2010,15,New,31-60 years,Street
1359085,6,"-37.82117251, 144.9490125",,,,-37.82117251,144.9490125,,0,Smooth-barked apple,0,Angophora,1,0,0,,,Angophora costata,Angophora,Myrtaceae,2009,16,Semi-Mature,31-60 years,Street
1053014,6,"-37.78145939, 144.953482",,,,-37.78145939,144.953482,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1999,26,Semi-Mature,<1 year,Street
1053138,6,"-37.78180844, 144.9572268",,,,-37.78180844,144.9572268,,0,River red gum,0,Eucalyptus,1,0,0,,,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1999,26,Mature,21-30 years,Street
1286344,6,"-37.7887601, 144.92268",,,,-37.7887601,144.92268,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,2008,17,Semi-Mature,6-10 years (<50% canopy),Street
1028989,6,"-37.83490191, 144.9785574",,,,-37.83490191,144.9785574,,0,Brush Box,0,Lophostemon,1,0,0,,,Lophostemon confertus,Lophostemon,Myrtaceae,1997,28,Semi-Mature,11-20 years,Street
